295;2022-10-21;2022-11-07;;102022;168.06;Cadastrado;1;"LP ADM";24546;"ALGAR MULTIMIDIA S/A";"Banda Larga Shopping IZI"
265;2022-10-14;2022-11-15;;428400;133700.94;Cadastrado;1;JORDANESIA;272276;"ORACLE DO BRASIL SISTEMAS LTDA";"Serviços de Cloud 133K - CPQ-2062020"
294;2022-10-25;2022-11-18;;2211189;523.48;Cadastrado;1;JORDANESIA;10820;"TELEFONICA BRASIL S.A.";"Telefonia Fixa 0300 - 0800"
